species_clean,metric,n,r,p_value,transform,species_original,norm_name,genus_lc,family_lc,taxon_group,genus_from_name_lc,taxon_from_family,species_label,Effect,p_BH,r_pc1_species
Athanas_djiboutensis,PC1coral,44,0.06639192561087581,0.6685135340798504,raw,Athanas djiboutensis,athanas djiboutensis,NA,NA,Shrimps/Crabs,athanas,NA,italic(Athanas djiboutensis),Positive,0.8890406831620972,-0.010185284896871498
Athanas_djiboutensis,protein_mg_cm2,44,0.047925278291208476,0.757377763808212,raw,Athanas djiboutensis,athanas djiboutensis,NA,NA,Shrimps/Crabs,athanas,NA,italic(Athanas djiboutensis),Positive,0.9283985491842599,-0.010185284896871498
Athanas_djiboutensis,zoox_cells_cm2,44,0.023559203871513057,0.8793477039189073,raw,Athanas djiboutensis,athanas djiboutensis,NA,NA,Shrimps/Crabs,athanas,NA,italic(Athanas djiboutensis),Positive,0.9685568912729993,-0.010185284896871498
Calcinus_latens,afdw_mg_cm2,44,0.15885029702330294,0.3030488477309606,raw,Calcinus latens,calcinus latens,NA,NA,Shrimps/Crabs,calcinus,NA,italic(Calcinus latens),Positive,0.809884193197265,0.19428164027342093
Calcinus_latens,carb_mg_cm2,44,0.14895850993416043,0.33452881449411964,raw,Calcinus latens,calcinus latens,NA,NA,Shrimps/Crabs,calcinus,NA,italic(Calcinus latens),Positive,0.809884193197265,0.19428164027342093
Calcinus_latens,growth_vol_b,44,-0.17298132314759143,0.2614858949019472,raw,Calcinus latens,calcinus latens,NA,NA,Shrimps/Crabs,calcinus,NA,italic(Calcinus latens),Negative,0.7949171205019194,0.19428164027342093
Calcinus_latens,PC1coral,44,0.16421031758521343,0.2868118768159325,raw,Calcinus latens,calcinus latens,NA,NA,Shrimps/Crabs,calcinus,NA,italic(Calcinus latens),Positive,0.809884193197265,0.19428164027342093
Calcinus_latens,protein_mg_cm2,44,0.08994338455999781,0.5614964787491428,raw,Calcinus latens,calcinus latens,NA,NA,Shrimps/Crabs,calcinus,NA,italic(Calcinus latens),Positive,0.8884386927247954,0.19428164027342093
Calcinus_latens,zoox_cells_cm2,44,0.21788832399065547,0.15536449470160552,raw,Calcinus latens,calcinus latens,NA,NA,Shrimps/Crabs,calcinus,NA,italic(Calcinus latens),Positive,0.781803050278105,0.19428164027342093
Caracanthus_maculatus,afdw_mg_cm2,44,0.40147014712248646,0.006911851219826894,raw,Caracanthus maculatus,caracanthus maculatus,NA,NA,Fishes,caracanthus,NA,italic(Caracanthus maculatus),Positive,0.39397551953013293,0.490531030606026
Caracanthus_maculatus,carb_mg_cm2,44,0.35424998533246865,0.018311536767706804,raw,Caracanthus maculatus,caracanthus maculatus,NA,NA,Fishes,caracanthus,NA,italic(Caracanthus maculatus),Positive,0.61322873167236025,0.490531030606026
Caracanthus_maculatus,growth_vol_b,44,0.23791335786250578,0.11991488929024971,raw,Caracanthus maculatus,caracanthus maculatus,NA,NA,Fishes,caracanthus,NA,italic(Caracanthus maculatus),Positive,0.781803050278105,0.490531030606026
Caracanthus_maculatus,PC1coral,44,0.48295810743854106,8.98512003517862e-4,raw,Caracanthus maculatus,caracanthus maculatus,NA,NA,Fishes,caracanthus,NA,italic(Caracanthus maculatus),Positive,0.10243036840103627,0.490531030606026
Caracanthus_maculatus,protein_mg_cm2,44,0.49897146910649715,5.654941820241598e-4,raw,Caracanthus maculatus,caracanthus maculatus,NA,NA,Fishes,caracanthus,NA,italic(Caracanthus maculatus),Positive,0.10243036840103627,0.490531030606026
Caracanthus_maculatus,zoox_cells_cm2,44,0.23452966090703992,0.12543130069106856,raw,Caracanthus maculatus,caracanthus maculatus,NA,NA,Fishes,caracanthus,NA,italic(Caracanthus maculatus),Positive,0.781803050278105,0.490531030606026
Carinomitra_typha,afdw_mg_cm2,44,-0.08319430134283602,0.5913408434062222,raw,Carinomitra typha,carinomitra typha,NA,NA,Snails,carinomitra,NA,italic(Carinomitra typha),Negative,0.8884386927247954,-0.06771981230836176
Carinomitra_typha,carb_mg_cm2,44,-0.1480496669878297,0.33751950085149474,raw,Carinomitra typha,carinomitra typha,NA,NA,Snails,carinomitra,NA,italic(Carinomitra typha),Negative,0.809884193197265,-0.06771981230836176
Carinomitra_typha,growth_vol_b,44,-0.007188405379218126,0.9630628966807625,raw,Carinomitra typha,carinomitra typha,NA,NA,Snails,carinomitra,NA,italic(Carinomitra typha),Negative,0.9778209445727084,-0.06771981230836176
Carinomitra_typha,PC1coral,44,-0.0933076350826243,0.5468870007627022,raw,Carinomitra typha,carinomitra typha,NA,NA,Snails,carinomitra,NA,italic(Carinomitra typha),Negative,0.8884386927247954,-0.06771981230836176
Carinomitra_typha,protein_mg_cm2,44,-0.08127860849105259,0.5999381615448743,raw,Carinomitra typha,carinomitra typha,NA,NA,Snails,carinomitra,NA,italic(Carinomitra typha),Negative,0.8884386927247954,-0.06771981230836176
Carinomitra_typha,zoox_cells_cm2,44,0.04157798320566367,0.7887199160371798,raw,Carinomitra typha,carinomitra typha,NA,NA,Snails,carinomitra,NA,italic(Carinomitra typha),Positive,0.9317520251630933,-0.06771981230836176
Cellana_taitensis,afdw_mg_cm2,44,0.08791693697437092,0.5703833130399765,raw,Cellana taitensis,cellana taitensis,NA,NA,Snails,cellana,NA,italic(Cellana taitensis),Positive,0.8884386927247954,-0.04756792448201691
Cellana_taitensis,carb_mg_cm2,44,-0.07625222953838921,0.6227503011810576,raw,Cellana taitensis,cellana taitensis,NA,NA,Snails,cellana,NA,italic(Cellana taitensis),Negative,0.8884386927247954,-0.04756792448201691
Cellana_taitensis,growth_vol_b,44,-0.015337187828007094,0.921287279805849,raw,Cellana taitensis,cellana taitensis,NA,NA,Snails,cellana,NA,italic(Cellana taitensis),Negative,0.975515869569477,-0.04756792448201691
Cellana_taitensis,PC1coral,44,-0.05223257034710367,0.7363224694977716,raw,Cellana taitensis,cellana taitensis,NA,NA,Snails,cellana,NA,italic(Cellana taitensis),Negative,0.9123995817689778,-0.04756792448201691
Cellana_taitensis,protein_mg_cm2,44,-0.17344431709920669,0.2601918007103748,raw,Cellana taitensis,cellana taitensis,NA,NA,Snails,cellana,NA,italic(Cellana taitensis),Negative,0.7949171205019194,-0.04756792448201691
Cellana_taitensis,zoox_cells_cm2,44,0.029975859074720536,0.8468364379939451,raw,Cellana taitensis,cellana taitensis,NA,NA,Snails,cellana,NA,italic(Cellana taitensis),Positive,0.9653935393130973,-0.04756792448201691
Cerithium_zebrum,afdw_mg_cm2,44,0.1165677715071331,0.451126846585887,raw,Cerithium zebrum,cerithium zebrum,NA,NA,Snails,cerithium,NA,italic(Cerithium zebrum),Positive,0.8884386927247954,-0.040465802559972654
Cerithium_zebrum,carb_mg_cm2,44,-0.19337227478443902,0.20851091639355465,raw,Cerithium zebrum,cerithium zebrum,NA,NA,Snails,cerithium,NA,italic(Cerithium zebrum),Negative,0.781803050278105,-0.040465802559972654
Cerithium_zebrum,growth_vol_b,44,-0.03830661257159067,0.8050066463630299,raw,Cerithium zebrum,cerithium zebrum,NA,NA,Snails,cerithium,NA,italic(Cerithium zebrum),Negative,0.9412385403629273,-0.040465802559972654
Cerithium_zebrum,PC1coral,44,-0.08216517306403368,0.5959526248728666,raw,Cerithium zebrum,cerithium zebrum,NA,NA,Snails,cerithium,NA,italic(Cerithium zebrum),Negative,0.8884386927247954,-0.040465802559972654
Cerithium_zebrum,protein_mg_cm2,44,-0.11103300394291576,0.47304714166055983,raw,Cerithium zebrum,cerithium zebrum,NA,NA,Snails,cerithium,NA,italic(Cerithium zebrum),Negative,0.8884386927247954,-0.040465802559972654
Cerithium_zebrum,zoox_cells_cm2,44,-0.03691099034332475,0.8119801687112185,raw,Cerithium zebrum,cerithium zebrum,NA,NA,Snails,cerithium,NA,italic(Cerithium zebrum),Negative,0.9445483595212133,-0.040465802559972654
Chlorodiella_barbata,afdw_mg_cm2,44,0.009080702405299658,0.9533490372802945,raw,Chlorodiella barbata,chlorodiella barbata,NA,NA,Shrimps/Crabs,chlorodiella,NA,italic(Chlorodiella barbata),Positive,0.9778209445727084,-9.551962166077886e-4
Chlorodiella_barbata,carb_mg_cm2,44,-0.01853505511283123,0.9049439243313053,raw,Chlorodiella barbata,chlorodiella barbata,NA,NA,Shrimps/Crabs,chlorodiella,NA,italic(Chlorodiella barbata),Negative,0.9739227787042888,-9.551962166077886e-4
Chlorodiella_barbata,growth_vol_b,44,0.0268738308385129,0.8625255391846556,raw,Chlorodiella barbata,chlorodiella barbata,NA,NA,Shrimps/Crabs,chlorodiella,NA,italic(Chlorodiella barbata),Positive,0.9685568912729993,-9.551962166077886e-4
Chlorodiella_barbata,PC1coral,44,-0.006819968111440726,0.9649548795125411,raw,Chlorodiella barbata,chlorodiella barbata,NA,NA,Shrimps/Crabs,chlorodiella,NA,italic(Chlorodiella barbata),Negative,0.9778209445727084,-9.551962166077886e-4
Chlorodiella_barbata,protein_mg_cm2,44,-0.06240089241609098,0.687391755414331,raw,Chlorodiella barbata,chlorodiella barbata,NA,NA,Shrimps/Crabs,chlorodiella,NA,italic(Chlorodiella barbata),Negative,0.8955732584826712,-9.551962166077886e-4
Chlorodiella_barbata,zoox_cells_cm2,44,0.06296887967548327,0.6846932658883924,raw,Chlorodiella barbata,chlorodiella barbata,NA,NA,Shrimps/Crabs,chlorodiella,NA,italic(Chlorodiella barbata),Positive,0.8955732584826712,-9.551962166077886e-4
Coralliogalathea_humilis,afdw_mg_cm2,44,-0.07932479132857768,0.6087622642514533,raw,Coralliogalathea humilis,coralliogalathea humilis,NA,NA,Shrimps/Crabs,coralliogalathea,NA,italic(Coralliogalathea humilis),Negative,0.8884386927247954,-0.14790645094522784
Coralliogalathea_humilis,carb_mg_cm2,44,-0.18357938609164434,0.23293148041930364,raw,Coralliogalathea humilis,coralliogalathea humilis,NA,NA,Shrimps/Crabs,coralliogalathea,NA,italic(Coralliogalathea humilis),Negative,0.7899100567575673,-0.14790645094522784
Coralliogalathea_humilis,growth_vol_b,44,0.06696522414115935,0.6658179266478512,raw,Coralliogalathea humilis,coralliogalathea humilis,NA,NA,Shrimps/Crabs,coralliogalathea,NA,italic(Coralliogalathea humilis),Positive,0.8890406831620972,-0.14790645094522784
Coralliogalathea_humilis,PC1coral,44,-0.14383873495907779,0.35159131753675554,raw,Coralliogalathea humilis,coralliogalathea humilis,NA,NA,Shrimps/Crabs,coralliogalathea,NA,italic(Coralliogalathea humilis),Negative,0.809884193197265,-0.14790645094522784
Coralliogalathea_humilis,protein_mg_cm2,44,-0.1662034142000032,0.2809214538362721,raw,Coralliogalathea humilis,coralliogalathea humilis,NA,NA,Shrimps/Crabs,coralliogalathea,NA,italic(Coralliogalathea humilis),Negative,0.809884193197265,-0.14790645094522784
Coralliogalathea_humilis,zoox_cells_cm2,44,-0.034028273548841276,0.8264292939797385,raw,Coralliogalathea humilis,coralliogalathea humilis,NA,NA,Shrimps/Crabs,coralliogalathea,NA,italic(Coralliogalathea humilis),Negative,0.9564765432861948,-0.14790645094522784
Dascyllus_aruanus,afdw_mg_cm2,44,0.13578490315012645,0.37948483938723165,raw,Dascyllus aruanus,dascyllus aruanus,NA,NA,Fishes,dascyllus,NA,italic(Dascyllus aruanus),Positive,0.8240242226694172,0.20970781886600418
Dascyllus_aruanus,carb_mg_cm2,44,0.22971741886557367,0.1336020169784272,raw,Dascyllus aruanus,dascyllus aruanus,NA,NA,Fishes,dascyllus,NA,italic(Dascyllus aruanus),Positive,0.781803050278105,0.20970781886600418
Dascyllus_aruanus,growth_vol_b,44,0.46097364065982355,0.001637648951375738,raw,Dascyllus aruanus,dascyllus aruanus,NA,NA,Fishes,dascyllus,NA,italic(Dascyllus aruanus),Positive,0.12446132030455609,0.20970781886600418
Dascyllus_aruanus,PC1coral,44,0.2579988284477296,0.0908629777756628,raw,Dascyllus aruanus,dascyllus aruanus,NA,NA,Fishes,dascyllus,NA,italic(Dascyllus aruanus),Positive,0.781803050278105,0.20970781886600418
Dascyllus_aruanus,protein_mg_cm2,44,0.28663935178736427,0.059239602006087085,raw,Dascyllus aruanus,dascyllus aruanus,NA,NA,Fishes,dascyllus,NA,italic(Dascyllus aruanus),Positive,0.6485600371765998,0.20970781886600418
Dascyllus_aruanus,zoox_cells_cm2,44,0.007091698392429887,0.96355948315762,raw,Dascyllus aruanus,dascyllus aruanus,NA,NA,Fishes,dascyllus,NA,italic(Dascyllus aruanus),Positive,0.9778209445727084,0.20970781886600418
Dascyllus_flavicaudus,afdw_mg_cm2,44,0.164531559507897,0.28585708224342565,raw,Dascyllus flavicaudus,dascyllus flavicaudus,NA,NA,Fishes,dascyllus,NA,italic(Dascyllus flavicaudus),Positive,0.809884193197265,0.21156070126915824
Dascyllus_flavicaudus,carb_mg_cm2,44,0.08153393850956168,0.5987891380698264,raw,Dascyllus flavicaudus,dascyllus flavicaudus,NA,NA,Fishes,dascyllus,NA,italic(Dascyllus flavicaudus),Positive,0.8884386927247954,0.21156070126915824
Dascyllus_flavicaudus,growth_vol_b,44,0.17821938674819998,0.2470944298482352,raw,Dascyllus flavicaudus,dascyllus flavicaudus,NA,NA,Fishes,dascyllus,NA,italic(Dascyllus flavicaudus),Positive,0.7899100567575673,0.21156070126915824
Dascyllus_flavicaudus,PC1coral,44,0.1627497723793174,0.2911790440854961,raw,Dascyllus flavicaudus,dascyllus flavicaudus,NA,NA,Fishes,dascyllus,NA,italic(Dascyllus flavicaudus),Positive,0.809884193197265,0.21156070126915824
Dascyllus_flavicaudus,protein_mg_cm2,44,0.2121006758378948,0.1669108152040785,raw,Dascyllus flavicaudus,dascyllus flavicaudus,NA,NA,Fishes,dascyllus,NA,italic(Dascyllus flavicaudus),Positive,0.781803050278105,0.21156070126915824
Dascyllus_flavicaudus,zoox_cells_cm2,44,3.3517013386773046e-4,0.9982771603740266,raw,Dascyllus flavicaudus,dascyllus flavicaudus,NA,NA,Fishes,dascyllus,NA,italic(Dascyllus flavicaudus),Positive,0.9982771603740266,0.21156070126915824
Diala_albugo,afdw_mg_cm2,44,0.10953319143767316,0.4790828375340136,raw,Diala albugo,diala albugo,NA,NA,Snails,diala,NA,italic(Diala albugo),Positive,0.8884386927247954,-0.12402227966448603
Diala_albugo,carb_mg_cm2,44,-0.19168086869548673,0.21259556630369525,raw,Diala albugo,diala albugo,NA,NA,Snails,diala,NA,italic(Diala albugo),Negative,0.781803050278105,-0.12402227966448603
Diala_albugo,growth_vol_b,44,-0.20105305846157875,0.19065239187840388,raw,Diala albugo,diala albugo,NA,NA,Snails,diala,NA,italic(Diala albugo),Negative,0.781803050278105,-0.12402227966448603
Diala_albugo,PC1coral,44,-0.11633666542775176,0.4520309015840063,raw,Diala albugo,diala albugo,NA,NA,Snails,diala,NA,italic(Diala albugo),Negative,0.8884386927247954,-0.12402227966448603
Diala_albugo,protein_mg_cm2,44,-0.24995128823823137,0.10176655746133778,raw,Diala albugo,diala albugo,NA,NA,Snails,diala,NA,italic(Diala albugo),Negative,0.781803050278105,-0.12402227966448603
Diala_albugo,zoox_cells_cm2,44,0.07996875509329991,0.6058477534138833,raw,Diala albugo,diala albugo,NA,NA,Snails,diala,NA,italic(Diala albugo),Positive,0.8884386927247954,-0.12402227966448603
Diala_semistriata,afdw_mg_cm2,44,-0.06593183879489391,0.6706798136135119,raw,Diala semistriata,diala semistriata,NA,NA,Snails,diala,NA,italic(Diala semistriata),Negative,0.8890406831620972,-0.08049915289368649
Diala_semistriata,carb_mg_cm2,44,-0.15608282439438786,0.3116582896368171,raw,Diala semistriata,diala semistriata,NA,NA,Snails,diala,NA,italic(Diala semistriata),Negative,0.809884193197265,-0.08049915289368649
Diala_semistriata,growth_vol_b,44,0.028882053936375628,0.8523622129580188,raw,Diala semistriata,diala semistriata,NA,NA,Snails,diala,NA,italic(Diala semistriata),Positive,0.9668586296240214,-0.08049915289368649
Diala_semistriata,PC1coral,44,-0.12806581464175318,0.40741212440593744,raw,Diala semistriata,diala semistriata,NA,NA,Snails,diala,NA,italic(Diala semistriata),Negative,0.8600922626347568,-0.08049915289368649
Diala_semistriata,protein_mg_cm2,44,-0.1769181607940814,0.2506185468857983,raw,Diala semistriata,diala semistriata,NA,NA,Snails,diala,NA,italic(Diala semistriata),Negative,0.7899100567575673,-0.08049915289368649
Diala_semistriata,zoox_cells_cm2,44,0.0048631289720188625,0.9750064939853618,raw,Diala semistriata,diala semistriata,NA,NA,Snails,diala,NA,italic(Diala semistriata),Positive,0.979725424563746,-0.08049915289368649
Fennera_chacei,afdw_mg_cm2,44,0.22262866386388339,0.14635178860442105,raw,Fennera chacei,fennera chacei,NA,NA,Shrimps/Crabs,fennera,NA,italic(Fennera chacei),Positive,0.781803050278105,0.3485157342587045
Fennera_chacei,carb_mg_cm2,44,0.3347907257791374,0.02632677641863177,raw,Fennera chacei,fennera chacei,NA,NA,Shrimps/Crabs,fennera,NA,italic(Fennera chacei),Positive,0.6485600371765998,0.3485157342587045
Fennera_chacei,growth_vol_b,44,0.1587638511168378,0.30331544720477327,raw,Fennera chacei,fennera chacei,NA,NA,Shrimps/Crabs,fennera,NA,italic(Fennera chacei),Positive,0.809884193197265,0.3485157342587045
Fennera_chacei,PC1coral,44,0.3528011451470641,0.01882719790222159,raw,Fennera chacei,fennera chacei,NA,NA,Shrimps/Crabs,fennera,NA,italic(Fennera chacei),Positive,0.61322873167236025,0.3485157342587045
Fennera_chacei,protein_mg_cm2,44,0.3620728443024214,0.015728546111250477,raw,Fennera chacei,fennera chacei,NA,NA,Shrimps/Crabs,fennera,NA,italic(Fennera chacei),Positive,0.61322873167236025,0.3485157342587045
Fennera_chacei,zoox_cells_cm2,44,0.15616624217273767,0.3113965327902856,raw,Fennera chacei,fennera chacei,NA,NA,Shrimps/Crabs,fennera,NA,italic(Fennera chacei),Positive,0.809884193197265,0.3485157342587045
Galathea_mauritiana,afdw_mg_cm2,44,-0.06850123943120369,0.6586162560238316,raw,Galathea mauritiana,galathea mauritiana,NA,NA,Shrimps/Crabs,galathea,NA,italic(Galathea mauritiana),Negative,0.8890406831620972,-0.0794667194050339
Galathea_mauritiana,carb_mg_cm2,44,-0.0418291286292844,0.7874731482973106,raw,Galathea mauritiana,galathea mauritiana,NA,NA,Shrimps/Crabs,galathea,NA,italic(Galathea mauritiana),Negative,0.9317520251630933,-0.0794667194050339
Galathea_mauritiana,growth_vol_b,44,-0.011368625068164773,0.9416133284039031,raw,Galathea mauritiana,galathea mauritiana,NA,NA,Shrimps/Crabs,galathea,NA,italic(Galathea mauritiana),Negative,0.9778209445727084,-0.0794667194050339
Galathea_mauritiana,PC1coral,44,-0.056753849877549105,0.7144248525479782,raw,Galathea mauritiana,galathea mauritiana,NA,NA,Shrimps/Crabs,galathea,NA,italic(Galathea mauritiana),Negative,0.8999384882924807,-0.0794667194050339
Galathea_mauritiana,protein_mg_cm2,44,0.01586973453739339,0.9185631840286397,raw,Galathea mauritiana,galathea mauritiana,NA,NA,Shrimps/Crabs,galathea,NA,italic(Galathea mauritiana),Positive,0.975515869569477,-0.0794667194050339
Galathea_mauritiana,zoox_cells_cm2,44,-0.11013804519568128,0.47664386149884874,raw,Galathea mauritiana,galathea mauritiana,NA,NA,Shrimps/Crabs,galathea,NA,italic(Galathea mauritiana),Negative,0.8884386927247954,-0.0794667194050339
Galeropsis_monodonta,afdw_mg_cm2,44,0.007002645745076649,0.9640167769632983,raw,Galeropsis monodonta,galeropsis monodonta,NA,NA,Snails,galeropsis,NA,italic(Galeropsis monodonta),Positive,0.9778209445727084,-0.13897542204942537
Galeropsis_monodonta,carb_mg_cm2,44,-0.1881822767729806,0.22122040349205724,raw,Galeropsis monodonta,galeropsis monodonta,NA,NA,Snails,galeropsis,NA,italic(Galeropsis monodonta),Negative,0.7880976874404539,-0.13897542204942537
Galeropsis_monodonta,growth_vol_b,44,-0.07580693535024814,0.6247886210551444,raw,Galeropsis monodonta,galeropsis monodonta,NA,NA,Snails,galeropsis,NA,italic(Galeropsis monodonta),Negative,0.8884386927247954,-0.13897542204942537
Galeropsis_monodonta,PC1coral,44,-0.07394566209045329,0.6333383807012658,raw,Galeropsis monodonta,galeropsis monodonta,NA,NA,Snails,galeropsis,NA,italic(Galeropsis monodonta),Negative,0.8884386927247954,-0.13897542204942537
Galeropsis_monodonta,protein_mg_cm2,44,-0.20882471642616998,0.1737154660865542,raw,Galeropsis monodonta,galeropsis monodonta,NA,NA,Snails,galeropsis,NA,italic(Galeropsis monodonta),Negative,0.781803050278105,-0.13897542204942537
Galeropsis_monodonta,zoox_cells_cm2,44,0.2724842175557817,0.07354181341035561,raw,Galeropsis monodonta,galeropsis monodonta,NA,NA,Snails,galeropsis,NA,italic(Galeropsis monodonta),Positive,0.7290231938070034,-0.13897542204942537
Halichoeres_trimaculatus,afdw_mg_cm2,44,0.08460330995859859,0.5850525007657696,raw,Halichoeres trimaculatus,halichoeres trimaculatus,NA,NA,Fishes,halichoeres,NA,italic(Halichoeres trimaculatus),Positive,0.8884386927247954,0.18581500782269353
Halichoeres_trimaculatus,carb_mg_cm2,44,0.08614503433866053,0.5782063850822605,raw,Halichoeres trimaculatus,halichoeres trimaculatus,NA,NA,Fishes,halichoeres,NA,italic(Halichoeres trimaculatus),Positive,0.8884386927247954,0.18581500782269353
Halichoeres_trimaculatus,growth_vol_b,44,0.04021788199013129,0.7954808905592016,raw,Halichoeres trimaculatus,halichoeres trimaculatus,NA,NA,Fishes,halichoeres,NA,italic(Halichoeres trimaculatus),Positive,0.9348950672551442,0.18581500782269353
Halichoeres_trimaculatus,PC1coral,44,0.11344880096128009,0.4634106716306664,raw,Halichoeres trimaculatus,halichoeres trimaculatus,NA,NA,Fishes,halichoeres,NA,italic(Halichoeres trimaculatus),Positive,0.8884386927247954,0.18581500782269353
Halichoeres_trimaculatus,protein_mg_cm2,44,0.05123044607069617,0.7412047744233206,raw,Halichoeres trimaculatus,halichoeres trimaculatus,NA,NA,Fishes,halichoeres,NA,italic(Halichoeres trimaculatus),Positive,0.9134848030730653,0.18581500782269353
Halichoeres_trimaculatus,zoox_cells_cm2,44,0.15947322995355165,0.3011321609709722,raw,Halichoeres trimaculatus,halichoeres trimaculatus,NA,NA,Fishes,halichoeres,NA,italic(Halichoeres trimaculatus),Positive,0.809884193197265,0.18581500782269353
Hargeria_rapax,afdw_mg_cm2,44,0.014773247866861794,0.9241729290658203,raw,Hargeria rapax,hargeria rapax,NA,NA,Shrimps/Crabs,hargeria,NA,italic(Hargeria rapax),Positive,0.975515869569477,-0.25743331996853536
