species,min_prev,min_abund,passes_filter,estimate,p_value
Synalpheus charon,20,10,TRUE,-0.1480780958488079,0.909277302592102
Athanas djiboutensis,20,10,TRUE,0.6101043759872852,0.24938562397174519
Diala albugo,20,10,TRUE,0.01749625536089104,0.9767711547516811
Galathea mauritiana,20,10,TRUE,-0.913870477495384,0.18247451678184573
Diala semistriata,20,10,FALSE,NA,NA
Hargeria rapax,20,10,TRUE,0.8486507187770183,0.3302704841813646
Luniella pugil,20,10,TRUE,-0.39532385563406086,0.6881771833669137
Strigatella assimilis,20,10,FALSE,NA,NA
Fennera chacei,5,20,TRUE,0.2619422530738421,0.014185152256530829
Galeropsis monodonta,5,20,TRUE,-0.12524432816510783,0.3833271516553477
Periclimenes watamuae,5,20,TRUE,0.06011109440682077,0.7308907182204714
Trapezia serenei,5,20,TRUE,0.038075771831445816,0.9376500331785032
Harpiliopsis spinigera,5,20,TRUE,0.388320249824154,0.21552763026959432
Dascyllus aruanus,5,20,TRUE,0.828117091051212,0.04816832121589097
Calcinus latens,5,20,TRUE,0.487907383802885,0.15229428260152794
Paragobiodon modestus,5,20,TRUE,-0.14118958987519858,0.7865937190614374
Apataxia cerithiiformis,5,20,TRUE,-0.09035122620773335,0.742273891458602
Dascyllus flavicaudus,5,20,TRUE,-0.10801836089935091,0.8001888809256675
Alpheus lottini,5,20,TRUE,0.33066777858159246,0.6504076737593321
Cerithium zebrum,5,20,TRUE,-0.5247398994530565,0.23527403506067357
Synalpheus charon,5,20,TRUE,-0.1480780958488079,0.909277302592102
Athanas djiboutensis,5,20,TRUE,0.6101043759872852,0.24938562397174519
Diala albugo,5,20,TRUE,0.01749625536089104,0.9767711547516811
Galathea mauritiana,5,20,TRUE,-0.913870477495384,0.18247451678184573
Diala semistriata,5,20,TRUE,-0.604900945166328,0.46838244971496745
Hargeria rapax,5,20,TRUE,0.8486507187770183,0.3302704841813646
Luniella pugil,5,20,TRUE,-0.39532385563406086,0.6881771833669137
Strigatella assimilis,5,20,TRUE,-0.49703850544775197,0.6927124575301089
Fennera chacei,10,20,TRUE,0.2619422530738421,0.014185152256530829
Galeropsis monodonta,10,20,TRUE,-0.12524432816510783,0.3833271516553477
Periclimenes watamuae,10,20,TRUE,0.06011109440682077,0.7308907182204714
Trapezia serenei,10,20,TRUE,0.038075771831445816,0.9376500331785032
Harpiliopsis spinigera,10,20,TRUE,0.388320249824154,0.21552763026959432
Dascyllus aruanus,10,20,TRUE,0.828117091051212,0.04816832121589097
Calcinus latens,10,20,TRUE,0.487907383802885,0.15229428260152794
Paragobiodon modestus,10,20,TRUE,-0.14118958987519858,0.7865937190614374
Apataxia cerithiiformis,10,20,TRUE,-0.09035122620773335,0.742273891458602
Dascyllus flavicaudus,10,20,TRUE,-0.10801836089935091,0.8001888809256675
Alpheus lottini,10,20,TRUE,0.33066777858159246,0.6504076737593321
Cerithium zebrum,10,20,TRUE,-0.5247398994530565,0.23527403506067357
Synalpheus charon,10,20,TRUE,-0.1480780958488079,0.909277302592102
Athanas djiboutensis,10,20,TRUE,0.6101043759872852,0.24938562397174519
Diala albugo,10,20,TRUE,0.01749625536089104,0.9767711547516811
Galathea mauritiana,10,20,TRUE,-0.913870477495384,0.18247451678184573
Diala semistriata,10,20,TRUE,-0.604900945166328,0.46838244971496745
Hargeria rapax,10,20,TRUE,0.8486507187770183,0.3302704841813646
Luniella pugil,10,20,TRUE,-0.39532385563406086,0.6881771833669137
Strigatella assimilis,10,20,TRUE,-0.49703850544775197,0.6927124575301089
Fennera chacei,15,20,TRUE,0.2619422530738421,0.014185152256530829
Galeropsis monodonta,15,20,TRUE,-0.12524432816510783,0.3833271516553477
Periclimenes watamuae,15,20,TRUE,0.06011109440682077,0.7308907182204714
Trapezia serenei,15,20,TRUE,0.038075771831445816,0.9376500331785032
Harpiliopsis spinigera,15,20,TRUE,0.388320249824154,0.21552763026959432
Dascyllus aruanus,15,20,TRUE,0.828117091051212,0.04816832121589097
Calcinus latens,15,20,TRUE,0.487907383802885,0.15229428260152794
Paragobiodon modestus,15,20,TRUE,-0.14118958987519858,0.7865937190614374
Apataxia cerithiiformis,15,20,TRUE,-0.09035122620773335,0.742273891458602
Dascyllus flavicaudus,15,20,TRUE,-0.10801836089935091,0.8001888809256675
Alpheus lottini,15,20,TRUE,0.33066777858159246,0.6504076737593321
Cerithium zebrum,15,20,TRUE,-0.5247398994530565,0.23527403506067357
Synalpheus charon,15,20,TRUE,-0.1480780958488079,0.909277302592102
Athanas djiboutensis,15,20,TRUE,0.6101043759872852,0.24938562397174519
Diala albugo,15,20,TRUE,0.01749625536089104,0.9767711547516811
Galathea mauritiana,15,20,TRUE,-0.913870477495384,0.18247451678184573
Diala semistriata,15,20,TRUE,-0.604900945166328,0.46838244971496745
Hargeria rapax,15,20,TRUE,0.8486507187770183,0.3302704841813646
Luniella pugil,15,20,TRUE,-0.39532385563406086,0.6881771833669137
Strigatella assimilis,15,20,TRUE,-0.49703850544775197,0.6927124575301089
Fennera chacei,20,20,TRUE,0.2619422530738421,0.014185152256530829
Galeropsis monodonta,20,20,TRUE,-0.12524432816510783,0.3833271516553477
Periclimenes watamuae,20,20,TRUE,0.06011109440682077,0.7308907182204714
Trapezia serenei,20,20,TRUE,0.038075771831445816,0.9376500331785032
Harpiliopsis spinigera,20,20,TRUE,0.388320249824154,0.21552763026959432
Dascyllus aruanus,20,20,TRUE,0.828117091051212,0.04816832121589097
Calcinus latens,20,20,TRUE,0.487907383802885,0.15229428260152794
Paragobiodon modestus,20,20,TRUE,-0.14118958987519858,0.7865937190614374
Apataxia cerithiiformis,20,20,TRUE,-0.09035122620773335,0.742273891458602
Dascyllus flavicaudus,20,20,TRUE,-0.10801836089935091,0.8001888809256675
Alpheus lottini,20,20,TRUE,0.33066777858159246,0.6504076737593321
Cerithium zebrum,20,20,TRUE,-0.5247398994530565,0.23527403506067357
Synalpheus charon,20,20,TRUE,-0.1480780958488079,0.909277302592102
Athanas djiboutensis,20,20,TRUE,0.6101043759872852,0.24938562397174519
Diala albugo,20,20,TRUE,0.01749625536089104,0.9767711547516811
Galathea mauritiana,20,20,TRUE,-0.913870477495384,0.18247451678184573
Diala semistriata,20,20,FALSE,NA,NA
Hargeria rapax,20,20,TRUE,0.8486507187770183,0.3302704841813646
Luniella pugil,20,20,TRUE,-0.39532385563406086,0.6881771833669137
Strigatella assimilis,20,20,FALSE,NA,NA
Fennera chacei,5,30,TRUE,0.2619422530738421,0.014185152256530829
Galeropsis monodonta,5,30,TRUE,-0.12524432816510783,0.3833271516553477
Periclimenes watamuae,5,30,TRUE,0.06011109440682077,0.7308907182204714
Trapezia serenei,5,30,TRUE,0.038075771831445816,0.9376500331785032
Harpiliopsis spinigera,5,30,TRUE,0.388320249824154,0.21552763026959432
Dascyllus aruanus,5,30,TRUE,0.828117091051212,0.04816832121589097
Calcinus latens,5,30,TRUE,0.487907383802885,0.15229428260152794
Paragobiodon modestus,5,30,TRUE,-0.14118958987519858,0.7865937190614374
Apataxia cerithiiformis,5,30,TRUE,-0.09035122620773335,0.742273891458602
Dascyllus flavicaudus,5,30,TRUE,-0.10801836089935091,0.8001888809256675
Alpheus lottini,5,30,TRUE,0.33066777858159246,0.6504076737593321
Cerithium zebrum,5,30,TRUE,-0.5247398994530565,0.23527403506067357
Synalpheus charon,5,30,TRUE,-0.1480780958488079,0.909277302592102
Athanas djiboutensis,5,30,TRUE,0.6101043759872852,0.24938562397174519
Diala albugo,5,30,TRUE,0.01749625536089104,0.9767711547516811
Galathea mauritiana,5,30,TRUE,-0.913870477495384,0.18247451678184573
Diala semistriata,5,30,TRUE,-0.604900945166328,0.46838244971496745
Hargeria rapax,5,30,TRUE,0.8486507187770183,0.3302704841813646
Luniella pugil,5,30,TRUE,-0.39532385563406086,0.6881771833669137
Strigatella assimilis,5,30,FALSE,NA,NA
Fennera chacei,10,30,TRUE,0.2619422530738421,0.014185152256530829
Galeropsis monodonta,10,30,TRUE,-0.12524432816510783,0.3833271516553477
Periclimenes watamuae,10,30,TRUE,0.06011109440682077,0.7308907182204714
Trapezia serenei,10,30,TRUE,0.038075771831445816,0.9376500331785032
Harpiliopsis spinigera,10,30,TRUE,0.388320249824154,0.21552763026959432
Dascyllus aruanus,10,30,TRUE,0.828117091051212,0.04816832121589097
Calcinus latens,10,30,TRUE,0.487907383802885,0.15229428260152794
Paragobiodon modestus,10,30,TRUE,-0.14118958987519858,0.7865937190614374
Apataxia cerithiiformis,10,30,TRUE,-0.09035122620773335,0.742273891458602
Dascyllus flavicaudus,10,30,TRUE,-0.10801836089935091,0.8001888809256675
Alpheus lottini,10,30,TRUE,0.33066777858159246,0.6504076737593321
Cerithium zebrum,10,30,TRUE,-0.5247398994530565,0.23527403506067357
Synalpheus charon,10,30,TRUE,-0.1480780958488079,0.909277302592102
Athanas djiboutensis,10,30,TRUE,0.6101043759872852,0.24938562397174519
Diala albugo,10,30,TRUE,0.01749625536089104,0.9767711547516811
Galathea mauritiana,10,30,TRUE,-0.913870477495384,0.18247451678184573
Diala semistriata,10,30,TRUE,-0.604900945166328,0.46838244971496745
Hargeria rapax,10,30,TRUE,0.8486507187770183,0.3302704841813646
Luniella pugil,10,30,TRUE,-0.39532385563406086,0.6881771833669137
Strigatella assimilis,10,30,FALSE,NA,NA
Fennera chacei,15,30,TRUE,0.2619422530738421,0.014185152256530829
Galeropsis monodonta,15,30,TRUE,-0.12524432816510783,0.3833271516553477
Periclimenes watamuae,15,30,TRUE,0.06011109440682077,0.7308907182204714
Trapezia serenei,15,30,TRUE,0.038075771831445816,0.9376500331785032
Harpiliopsis spinigera,15,30,TRUE,0.388320249824154,0.21552763026959432
Dascyllus aruanus,15,30,TRUE,0.828117091051212,0.04816832121589097
Calcinus latens,15,30,TRUE,0.487907383802885,0.15229428260152794
Paragobiodon modestus,15,30,TRUE,-0.14118958987519858,0.7865937190614374
Apataxia cerithiiformis,15,30,TRUE,-0.09035122620773335,0.742273891458602
Dascyllus flavicaudus,15,30,TRUE,-0.10801836089935091,0.8001888809256675
Alpheus lottini,15,30,TRUE,0.33066777858159246,0.6504076737593321
Cerithium zebrum,15,30,TRUE,-0.5247398994530565,0.23527403506067357
Synalpheus charon,15,30,TRUE,-0.1480780958488079,0.909277302592102
Athanas djiboutensis,15,30,TRUE,0.6101043759872852,0.24938562397174519
Diala albugo,15,30,TRUE,0.01749625536089104,0.9767711547516811
Galathea mauritiana,15,30,TRUE,-0.913870477495384,0.18247451678184573
Diala semistriata,15,30,TRUE,-0.604900945166328,0.46838244971496745
Hargeria rapax,15,30,TRUE,0.8486507187770183,0.3302704841813646
Luniella pugil,15,30,TRUE,-0.39532385563406086,0.6881771833669137
Strigatella assimilis,15,30,FALSE,NA,NA
Fennera chacei,20,30,TRUE,0.2619422530738421,0.014185152256530829
Galeropsis monodonta,20,30,TRUE,-0.12524432816510783,0.3833271516553477
Periclimenes watamuae,20,30,TRUE,0.06011109440682077,0.7308907182204714
Trapezia serenei,20,30,TRUE,0.038075771831445816,0.9376500331785032
Harpiliopsis spinigera,20,30,TRUE,0.388320249824154,0.21552763026959432
Dascyllus aruanus,20,30,TRUE,0.828117091051212,0.04816832121589097
Calcinus latens,20,30,TRUE,0.487907383802885,0.15229428260152794
Paragobiodon modestus,20,30,TRUE,-0.14118958987519858,0.7865937190614374
Apataxia cerithiiformis,20,30,TRUE,-0.09035122620773335,0.742273891458602
Dascyllus flavicaudus,20,30,TRUE,-0.10801836089935091,0.8001888809256675
Alpheus lottini,20,30,TRUE,0.33066777858159246,0.6504076737593321
Cerithium zebrum,20,30,TRUE,-0.5247398994530565,0.23527403506067357
Synalpheus charon,20,30,TRUE,-0.1480780958488079,0.909277302592102
Athanas djiboutensis,20,30,TRUE,0.6101043759872852,0.24938562397174519
Diala albugo,20,30,TRUE,0.01749625536089104,0.9767711547516811
Galathea mauritiana,20,30,TRUE,-0.913870477495384,0.18247451678184573
Diala semistriata,20,30,FALSE,NA,NA
Hargeria rapax,20,30,TRUE,0.8486507187770183,0.3302704841813646
Luniella pugil,20,30,TRUE,-0.39532385563406086,0.6881771833669137
Strigatella assimilis,20,30,FALSE,NA,NA
